Company,LOB,Date,Currency,State,NetEarnedPremium_MUSD,NetWrittenPremium_MUSD,GrossWrittenPremium_MUSD,ClaimPaid_MUSD,LAE_MUSD,LossRatio_Pct,Expenses_MUSD,Retention_Ratio_Pct,Combined_Ratio_Pct,AvgSettlementDays,LitigationRate_Pct,ClaimSettlementRatio_Pct,RenewalRate_Pct,NewPoliciesIssued_Pct
Pioneer Assurance Group,Personal Auto,12/31/2024,USD,OR,510,525,580,326,38,71.4,157,90.52,102.16,16,2.38,96.36,12.07,8.08
Pioneer Assurance Group,Personal Auto,12/31/2023,USD,VA,3025,3116,3479,1976,242,73.3,991,89.57,106.08,19,2.32,94.23,13.52,2.02
Pioneer Assurance Group,Personal Auto,12/31/2024,USD,VA,1235,1272,1407,790,93,71.5,371,90.41,101.54,28,2.94,96.76,12.27,8.67
Pioneer Assurance Group,Personal Auto,12/31/2023,USD,WA,56,58,65,37,4,73.2,18,89.23,105.36,21,2.82,94.51,14.32,2.95
Pioneer Assurance Group,Personal Auto,12/31/2024,USD,WA,190,196,217,122,14,71.6,56,90.32,101.05,11,2.85,95.37,12.09,5.89
Pioneer Assurance Group,Workers Comp,12/31/2023,USD,CA,182,186,224,127,13,76.9,42,83.04,100,116,18.79,95.25,-1.47,1.31
Pioneer Assurance Group,Workers Comp,12/31/2024,USD,CA,424,432,506,282,28,73.1,105,85.38,97.88,504,12.08,98.66,-1.47,0.14
Pioneer Assurance Group,Workers Comp,12/31/2023,USD,FL,229,234,281,160,16,76.9,55,83.27,100.87,534,13.07,97.3,-1.47,0.81
Pioneer Assurance Group,Workers Comp,12/31/2024,USD,FL,199,203,238,132,13,72.9,50,85.29,97.99,317,13.34,96.96,-1.47,0.2
Pioneer Assurance Group,Workers Comp,12/31/2023,USD,MA,110,112,134,77,8,77.3,28,83.58,102.73,199,17.23,96.62,-1.47,0.94
Pioneer Assurance Group,Workers Comp,12/31/2024,USD,MA,349,356,418,232,23,73.1,80,85.17,95.99,220,13.89,95.34,-1.47,0.26
Pioneer Assurance Group,Workers Comp,12/31/2023,USD,MD,243,248,298,170,17,77,60,83.22,101.65,155,14.04,96.18,-1.47,0.38
Pioneer Assurance Group,Workers Comp,12/31/2024,USD,MD,282,288,338,188,18,73,67,85.21,96.81,385,15.51,97.42,-1.47,0.29
Pioneer Assurance Group,Workers Comp,12/31/2023,USD,NC,51,52,63,36,4,78.4,13,82.54,103.92,387,15.83,94,-1.47,1.02
Pioneer Assurance Group,Workers Comp,12/31/2024,USD,NC,63,64,75,42,4,73,15,85.33,96.83,673,13.3,96.58,-1.47,0.19
Pioneer Assurance Group,Workers Comp,12/31/2023,USD,NJ,81,83,100,57,6,77.8,20,83,102.47,354,17.35,94,-1.47,0.72
Pioneer Assurance Group,Workers Comp,12/31/2024,USD,NJ,362,369,433,241,24,73.2,89,85.22,97.79,321,10.44,98.03,-1.47,0.24
Pioneer Assurance Group,Workers Comp,12/31/2023,USD,NY,173,177,213,121,12,76.9,42,83.1,101.16,240,14.98,97.79,-1.47,1.37
Pioneer Assurance Group,Workers Comp,12/31/2024,USD,NY,234,239,280,156,15,73.1,59,85.36,98.29,427,12.96,96.4,-1.47,0.11
Pioneer Assurance Group,Workers Comp,12/31/2023,USD,OR,36,37,45,25,3,77.8,9,82.22,102.78,225,19.38,97.26,-1.47,0.89
Pioneer Assurance Group,Workers Comp,12/31/2024,USD,OR,40,41,49,27,3,75,10,83.67,100,664,12.38,98.6,-1.47,0.25
Pioneer Assurance Group,Workers Comp,12/31/2023,USD,VA,7,8,11,5,1,85.7,2,72.73,114.29,288,14.51,97.74,-1.47,1.48
Pioneer Assurance Group,Workers Comp,12/31/2024,USD,VA,269,274,322,179,18,73.2,70,85.09,99.26,823,13.99,96.17,-1.47,0.12
Pioneer Assurance Group,Workers Comp,12/31/2023,USD,WA,42,43,52,29,3,76.2,10,82.69,100,164,16.53,97.39,-1.47,0.82
Pioneer Assurance Group,Workers Comp,12/31/2024,USD,WA,459,468,549,305,30,73,113,85.25,97.6,620,11.57,95.69,-1.47,0.43
Seaboard Indemnity Co.,Commercial Auto,12/31/2023,USD,CA,356,367,400,248,28,77.5,72,91.75,97.75,40,11.01,93.86,9.58,2.53
Seaboard Indemnity Co.,Commercial Auto,12/31/2024,USD,CA,729,751,790,480,47,72.3,204,95.06,100.27,20,10.99,90.37,10.87,6.1
Seaboard Indemnity Co.,Commercial Auto,12/31/2023,USD,FL,446,459,500,310,36,77.6,112,91.8,102.69,37,11.65,89.77,9.58,2.36
Seaboard Indemnity Co.,Commercial Auto,12/31/2024,USD,FL,1030,1061,1116,678,67,72.3,248,95.07,96.41,24,13.74,91.34,11.66,8.61
Seaboard Indemnity Co.,Commercial Auto,12/31/2023,USD,MA,238,245,266,165,19,77.3,50,92.11,98.32,39,5.78,90.37,8.54,2.85
Seaboard Indemnity Co.,Commercial Auto,12/31/2024,USD,MA,1442,1485,1561,949,94,72.3,417,95.13,101.25,22,8.78,90.3,9.93,8.47
Seaboard Indemnity Co.,Commercial Auto,12/31/2023,USD,MD,186,192,209,129,15,77.4,45,91.87,101.61,34,9.41,90.24,11.21,2.72
Seaboard Indemnity Co.,Commercial Auto,12/31/2024,USD,MD,208,214,225,137,14,72.6,56,95.11,99.52,23,6.3,93.96,8,6.72
Seaboard Indemnity Co.,Commercial Auto,12/31/2023,USD,NC,263,271,295,183,21,77.6,57,91.86,99.24,40,5.54,91.85,11.47,2.5
Seaboard Indemnity Co.,Commercial Auto,12/31/2024,USD,NC,74,76,80,49,5,73,22,95,102.7,20,13.22,92.36,8.85,7.93
Seaboard Indemnity Co.,Commercial Auto,12/31/2023,USD,NJ,194,200,218,135,16,77.8,42,91.74,99.48,42,10.72,91.39,11.59,2.9
Seaboard Indemnity Co.,Commercial Auto,12/31/2024,USD,NJ,103,106,111,68,7,72.8,23,95.5,95.15,25,9.84,91.51,8.39,6.06
Seaboard Indemnity Co.,Commercial Auto,12/31/2023,USD,NY,199,205,223,138,16,77.4,57,91.93,106.03,31,8.92,92.38,8.9,2.4
Seaboard Indemnity Co.,Commercial Auto,12/31/2024,USD,NY,1686,1736,1825,1109,110,72.3,491,95.12,101.42,23,11.22,93.6,11.09,6.05
Seaboard Indemnity Co.,Commercial Auto,12/31/2023,USD,OR,12,13,15,8,1,75,3,86.67,100,33,6.72,93.59,9,2.81
Seaboard Indemnity Co.,Commercial Auto,12/31/2024,USD,OR,650,669,704,428,42,72.3,161,95.03,97.08,24,14.92,93.1,8.07,9.68
Seaboard Indemnity Co.,Commercial Auto,12/31/2023,USD,VA,164,169,184,114,13,77.4,45,91.85,104.88,40,5.96,90.39,8.38,2.15
Seaboard Indemnity Co.,Commercial Auto,12/31/2024,USD,VA,180,185,195,118,12,72.2,52,94.87,101.11,24,11.9,94.55,11.64,6.97
Seaboard Indemnity Co.,Commercial Auto,12/31/2023,USD,WA,205,211,229,143,16,77.6,49,92.14,101.46,35,10.7,92.74,9.34,2.29
Seaboard Indemnity Co.,Commercial Auto,12/31/2024,USD,WA,16,17,19,11,1,75,4,89.47,100,26,9.41,94.97,10.31,5.89
Seaboard Indemnity Co.,Homeowners,12/31/2023,USD,CA,1417,1445,1459,949,120,75.4,510,99.04,111.43,20,0.84,96.64,13.22,1.66
Seaboard Indemnity Co.,Homeowners,12/31/2024,USD,CA,371,378,382,242,24,71.7,132,98.95,107.28,23,0.37,95.88,13.63,4.87
Seaboard Indemnity Co.,Homeowners,12/31/2023,USD,FL,3988,4068,4109,2671,339,75.5,1436,99,111.48,19,0.73,94.99,13.98,1.62
Seaboard Indemnity Co.,Homeowners,12/31/2024,USD,FL,17,18,19,11,1,70.6,6,94.74,105.88,23,0.74,97.24,13.27,4.5
Seaboard Indemnity Co.,Homeowners,12/31/2023,USD,MA,1237,1262,1275,828,105,75.4,445,98.98,111.4,27,0.66,96.27,11.32,1.38
Seaboard Indemnity Co.,Homeowners,12/31/2024,USD,MA,417,425,429,272,27,71.7,150,99.07,107.67,22,0.72,97.92,14.43,2.88
Seaboard Indemnity Co.,Homeowners,12/31/2023,USD,MD,1448,1477,1492,970,123,75.5,521,98.99,111.46,21,0.79,97,13.83,1.15
Seaboard Indemnity Co.,Homeowners,12/31/2024,USD,MD,36,37,38,23,2,69.4,13,97.37,105.56,27,0.26,95.66,11.06,3.34
Seaboard Indemnity Co.,Homeowners,12/31/2023,USD,NC,436,445,449,292,37,75.5,157,99.11,111.47,21,0.23,96.16,14.9,1.99
Seaboard Indemnity Co.,Homeowners,12/31/2024,USD,NC,47,48,49,31,3,72.3,15,97.96,104.26,16,0.52,96.39,11.03,2.15
Seaboard Indemnity Co.,Homeowners,12/31/2023,USD,NJ,2050,2091,2112,1373,174,75.5,738,99.01,111.46,26,0.32,95.36,11.87,1.62
Seaboard Indemnity Co.,Homeowners,12/31/2024,USD,NJ,59,60,61,39,4,72.9,22,98.36,110.17,25,0.34,97.04,12.65,3.67
Seaboard Indemnity Co.,Homeowners,12/31/2023,USD,NY,477,487,492,319,41,75.5,172,98.98,111.53,20,0.26,96.28,15,1.69
Seaboard Indemnity Co.,Homeowners,12/31/2024,USD,NY,365,372,376,238,24,71.8,133,98.94,108.22,25,0.36,96.36,10.41,2.43
Seaboard Indemnity Co.,Homeowners,12/31/2023,USD,OR,1219,1243,1255,816,104,75.5,439,99.04,111.48,21,0.55,95.43,11.9,1.52
Seaboard Indemnity Co.,Homeowners,12/31/2024,USD,OR,71,72,73,46,5,71.8,26,98.63,108.45,29,0.54,95.56,12.31,4.87
Seaboard Indemnity Co.,Homeowners,12/31/2023,USD,VA,832,849,857,557,71,75.5,300,99.07,111.54,22,0.71,95.33,11,1.8
Seaboard Indemnity Co.,Homeowners,12/31/2024,USD,VA,128,131,132,84,8,71.9,42,99.24,104.69,24,0.45,95.3,14.32,4.7
Seaboard Indemnity Co.,Homeowners,12/31/2023,USD,WA,1919,1957,1977,1285,163,75.5,691,98.99,111.46,23,0.6,95.79,10.79,1.93
Seaboard Indemnity Co.,Homeowners,12/31/2024,USD,WA,87,89,90,57,6,72.4,29,98.89,105.75,26,0.81,96.27,11.08,2.61
Seaboard Indemnity Co.,Personal Auto,12/31/2023,USD,CA,277,285,318,181,22,73.3,90,89.62,105.78,12,2.18,95.12,13.74,2.54
Seaboard Indemnity Co.,Personal Auto,12/31/2024,USD,CA,3058,3150,3484,1956,229,71.5,888,90.41,100.49,25,2.35,96.41,12.99,8.74
Seaboard Indemnity Co.,Personal Auto,12/31/2023,USD,FL,497,512,571,325,40,73.4,164,89.67,106.44,20,3.44,94.11,13.63,2.57
Seaboard Indemnity Co.,Personal Auto,12/31/2024,USD,FL,5029,5180,5729,3217,377,71.5,1496,90.42,101.21,15,3.57,95.89,14.45,9.57
Seaboard Indemnity Co.,Personal Auto,12/31/2023,USD,MA,15,16,19,10,1,73.3,5,84.21,106.67,11,2.48,94.24,11.96,2.23
Seaboard Indemnity Co.,Personal Auto,12/31/2024,USD,MA,478,492,544,306,36,71.5,147,90.44,102.3,18,3.89,95.4,11.58,7.94
Seaboard Indemnity Co.,Personal Auto,12/31/2023,USD,MD,86,89,99,56,7,73.3,27,89.9,104.65,16,2.68,96.7,11.97,2.78
Seaboard Indemnity Co.,Personal Auto,12/31/2024,USD,MD,7560,7787,8611,4836,567,71.5,2241,90.43,101.11,20,2.32,96.66,12.85,6.07
Seaboard Indemnity Co.,Personal Auto,12/31/2023,USD,NC,388,400,447,253,31,73.2,125,89.49,105.41,26,2.72,94.98,13.88,2.73
Seaboard Indemnity Co.,Personal Auto,12/31/2024,USD,NC,6821,7026,7770,4363,512,71.5,2057,90.42,101.63,26,3.92,95.61,14.23,8.47
Seaboard Indemnity Co.,Personal Auto,12/31/2023,USD,NJ,288,297,332,188,23,73.3,92,89.46,105.21,15,2.92,96.99,13.77,2.12
Seaboard Indemnity Co.,Personal Auto,12/31/2024,USD,NJ,1062,1094,1210,679,80,71.5,321,90.41,101.69,14,2.2,96.85,13.71,6.64
Seaboard Indemnity Co.,Personal Auto,12/31/2023,USD,NY,398,410,458,260,32,73.4,131,89.52,106.28,18,2.05,96.95,14.9,2.6
Seaboard Indemnity Co.,Personal Auto,12/31/2024,USD,NY,1849,1905,2107,1183,139,71.5,554,90.41,101.46,12,3.86,95.39,10.31,5.21
Seaboard Indemnity Co.,Personal Auto,12/31/2023,USD,OR,846,871,973,553,68,73.4,266,89.52,104.85,14,2.18,94.5,12.92,2.71
Seaboard Indemnity Co.,Personal Auto,12/31/2024,USD,OR,2651,2731,3020,1696,199,71.5,789,90.43,101.24,19,3.93,97.11,14.61,6.42
Seaboard Indemnity Co.,Personal Auto,12/31/2023,USD,VA,24,25,29,16,2,75,8,86.21,108.33,15,3.77,96.03,11.38,2.85
Seaboard Indemnity Co.,Personal Auto,12/31/2024,USD,VA,10725,11047,12216,6861,804,71.5,3138,90.43,100.73,18,2,95.5,10.03,9.67
Seaboard Indemnity Co.,Personal Auto,12/31/2023,USD,WA,289,298,333,189,23,73.4,91,89.49,104.84,26,2.05,95.89,12.51,2.25
Seaboard Indemnity Co.,Personal Auto,12/31/2024,USD,WA,3094,3187,3524,1979,232,71.5,940,90.44,101.84,15,3.41,97.76,12.89,6.83
Seaboard Indemnity Co.,Workers Comp,12/31/2023,USD,CA,674,687,826,472,47,77,162,83.17,101.04,511,13.72,94,-1.47,0.36
Seaboard Indemnity Co.,Workers Comp,12/31/2024,USD,CA,39,40,48,26,3,74.4,10,83.33,100,697,12.45,96.19,-1.47,0.35
Seaboard Indemnity Co.,Workers Comp,12/31/2023,USD,FL,216,220,264,151,15,76.9,51,83.33,100.46,406,14.17,97.09,-1.47,0.5
Seaboard Indemnity Co.,Workers Comp,12/31/2024,USD,FL,73,75,88,49,5,74,17,85.23,97.26,437,15.95,95.05,-1.47,0.23
Seaboard Indemnity Co.,Workers Comp,12/31/2023,USD,MA,74,76,92,52,5,77,19,82.61,102.7,374,14.24,95.93,-1.47,0.02
Seaboard Indemnity Co.,Workers Comp,12/31/2024,USD,MA,6,7,9,4,0,66.7,2,77.78,100,705,14.22,96.2,-1.47,0.38
Seaboard Indemnity Co.,Workers Comp,12/31/2023,USD,MD,84,86,104,59,6,77.4,20,82.69,101.19,368,11.47,97.08,-1.47,1.02
Seaboard Indemnity Co.,Workers Comp,12/31/2024,USD,MD,73,75,88,49,5,74,17,85.23,97.26,247,13.57,97.7,-1.47,0
Seaboard Indemnity Co.,Workers Comp,12/31/2023,USD,NC,72,73,88,50,5,76.4,17,82.95,100,229,10.96,94.12,-1.47,1.58
Seaboard Indemnity Co.,Workers Comp,12/31/2024,USD,NC,51,52,62,34,3,72.5,13,83.87,98.04,640,15.42,95.51,-1.47,0.15
Seaboard Indemnity Co.,Workers Comp,12/31/2023,USD,NJ,430,439,527,301,30,77,105,83.3,101.4,101,16.68,95.13,-1.47,1.48
Seaboard Indemnity Co.,Workers Comp,12/31/2024,USD,NJ,58,59,70,39,4,74.1,14,84.29,98.28,304,17.79,95.59,-1.47,0.25
Seaboard Indemnity Co.,Workers Comp,12/31/2023,USD,NY,186,190,229,130,13,76.9,43,82.97,100,151,17,97,-1.47,0.87
Seaboard Indemnity Co.,Workers Comp,12/31/2024,USD,NY,252,257,302,168,16,73,62,85.1,97.62,721,13.66,95.43,-1.47,0.23
Seaboard Indemnity Co.,Workers Comp,12/31/2023,USD,OR,166,169,204,116,12,77.1,43,82.84,103.01,297,15.9,96.95,-1.47,0.35
Seaboard Indemnity Co.,Workers Comp,12/31/2024,USD,OR,32,33,39,21,2,71.9,8,84.62,96.88,434,15.82,95.25,-1.47,0.39
Seaboard Indemnity Co.,Workers Comp,12/31/2023,USD,VA,16,17,21,11,1,75,4,80.95,100,153,10.01,96.53,-1.47,1.58
Seaboard Indemnity Co.,Workers Comp,12/31/2024,USD,VA,63,64,75,42,4,73,15,85.33,96.83,238,19.19,98.7,-1.47,0.49
Seaboard Indemnity Co.,Workers Comp,12/31/2023,USD,WA,887,905,1088,621,62,77,211,83.18,100.79,318,12.92,95.1,-1.47,0.03
Seaboard Indemnity Co.,Workers Comp,12/31/2024,USD,WA,77,79,93,51,5,72.7,18,84.95,96.1,244,14.45,98.89,-1.47,0.18
Summit Peak Casualty,Commercial Auto,12/31/2023,USD,CA,288,297,323,200,23,77.4,80,91.95,105.21,37,7.22,89,9.28,2.31
Summit Peak Casualty,Commercial Auto,12/31/2024,USD,CA,323,333,350,213,21,72.4,93,95.14,101.24,22,9.37,93.42,9.8,7.29
Summit Peak Casualty,Commercial Auto,12/31/2023,USD,FL,181,186,202,126,14,77.3,53,92.08,106.63,33,14.48,89.95,10.39,2.1
Summit Peak Casualty,Commercial Auto,12/31/2024,USD,FL,610,628,660,401,40,72.3,182,95.15,102.13,20,9.42,94.15,11.15,6.76
Summit Peak Casualty,Commercial Auto,12/31/2023,USD,MA,29,30,33,20,2,75.9,9,90.91,106.9,37,11.11,91.43,8.55,2.56
Summit Peak Casualty,Commercial Auto,12/31/2024,USD,MA,249,256,270,164,16,72.3,74,94.81,102.01,24,6.61,93.91,8,8.35
Summit Peak Casualty,Commercial Auto,12/31/2023,USD,MD,67,69,75,47,5,77.6,14,92,98.51,39,8.1,89,11.52,2.18
Summit Peak Casualty,Commercial Auto,12/31/2024,USD,MD,186,192,202,122,12,72,40,95.05,93.55,24,12.87,92.38,10.95,9.69
Summit Peak Casualty,Commercial Auto,12/31/2023,USD,NC,438,451,491,305,35,77.6,101,91.85,100.68,40,11.34,92,8.18,2.64
Summit Peak Casualty,Commercial Auto,12/31/2024,USD,NC,170,175,184,112,11,72.4,43,95.11,97.65,27,13.26,93.47,8.38,7.81
Summit Peak Casualty,Commercial Auto,12/31/2023,USD,NJ,189,195,212,131,15,77.2,40,91.98,98.41,43,5.52,92.22,8.04,2.14
Summit Peak Casualty,Commercial Auto,12/31/2024,USD,NJ,125,129,135,82,8,72,36,95.56,100.8,18,8.12,90.15,11.31,7.77
Summit Peak Casualty,Commercial Auto,12/31/2023,USD,NY,140,144,156,97,11,77.1,37,92.31,103.57,33,14.41,92.69,11.23,2.16
Summit Peak Casualty,Commercial Auto,12/31/2024,USD,NY,431,444,466,284,28,72.4,110,95.28,97.91,25,8.47,93.75,9.9,6.64
Summit Peak Casualty,Commercial Auto,12/31/2023,USD,OR,164,169,184,114,13,77.4,36,91.85,99.39,36,9.84,91.36,10.85,2.95
Summit Peak Casualty,Commercial Auto,12/31/2024,USD,OR,43,44,47,28,3,72.1,10,93.62,95.35,22,13.89,94.82,8.07,7.64
Summit Peak Casualty,Commercial Auto,12/31/2023,USD,VA,25,26,29,17,2,76,5,89.66,96,38,13.06,91.91,9.28,2.69
Summit Peak Casualty,Commercial Auto,12/31/2024,USD,VA,15,16,18,10,1,73.3,4,88.89,100,18,5.14,90.67,11.07,6.37
Summit Peak Casualty,Commercial Auto,12/31/2023,USD,WA,107,110,120,74,9,77.6,28,91.67,103.74,38,6,90.97,10.16,2.93
Summit Peak Casualty,Commercial Auto,12/31/2024,USD,WA,688,709,745,453,45,72.4,188,95.17,99.71,23,9.93,94.16,8,5
Summit Peak Casualty,Homeowners,12/31/2023,USD,CA,338,345,348,226,29,75.4,122,99.14,111.54,25,0.78,95.06,14.06,1.39
Summit Peak Casualty,Homeowners,12/31/2024,USD,CA,2766,2821,2849,1805,180,71.8,926,99.02,105.24,26,0.82,97.1,12.44,4
Summit Peak Casualty,Homeowners,12/31/2023,USD,FL,1023,1043,1053,685,87,75.5,368,99.05,111.44,19,0.3,94.44,12.93,1.67
Summit Peak Casualty,Homeowners,12/31/2024,USD,FL,755,770,778,493,49,71.8,256,98.97,105.7,24,0.77,96.84,15,3.67
Summit Peak Casualty,Homeowners,12/31/2023,USD,MA,159,162,164,106,14,75.5,57,98.78,111.32,28,0.68,95.42,11.85,1.19
Summit Peak Casualty,Homeowners,12/31/2024,USD,MA,4574,4665,4712,2985,297,71.8,1556,99,105.77,24,0.37,95.5,13.01,4.46
Summit Peak Casualty,Homeowners,12/31/2023,USD,MD,417,425,429,279,35,75.3,150,99.07,111.27,24,0.32,94.33,13.31,1.69
Summit Peak Casualty,Homeowners,12/31/2024,USD,MD,801,817,825,523,52,71.8,287,99.03,107.62,20,0.38,96.42,12.62,3.46
Summit Peak Casualty,Homeowners,12/31/2023,USD,NC,59,60,61,39,5,74.6,21,98.36,110.17,20,0.34,95.37,12.02,1.39
Summit Peak Casualty,Homeowners,12/31/2024,USD,NC,4941,5040,5090,3225,321,71.8,1772,99.02,107.63,19,0.37,96.36,13.07,2.61
Summit Peak Casualty,Homeowners,12/31/2023,USD,NJ,178,182,184,119,15,75.3,64,98.91,111.24,28,0.71,95.71,12.11,1.03
Summit Peak Casualty,Homeowners,12/31/2024,USD,NJ,800,816,824,522,52,71.8,264,99.03,104.75,24,0.28,95.96,11.16,3.9
Summit Peak Casualty,Homeowners,12/31/2023,USD,NY,240,245,247,161,20,75.4,86,99.19,111.25,25,0.88,96.63,14.51,2
Summit Peak Casualty,Homeowners,12/31/2024,USD,NY,2808,2864,2893,1833,183,71.8,1031,99,108.51,22,0.85,97.22,10.98,2.2
Summit Peak Casualty,Homeowners,12/31/2023,USD,OR,178,182,184,119,15,75.3,64,98.91,111.24,27,0.61,94.07,13.6,1.84
Summit Peak Casualty,Homeowners,12/31/2024,USD,OR,3772,3847,3885,2462,245,71.8,1230,99.02,104.37,22,0.48,96.08,13.4,3.73
Summit Peak Casualty,Homeowners,12/31/2023,USD,VA,8,9,10,5,1,75,3,90,112.5,29,0.23,95.84,13.74,1.3
Summit Peak Casualty,Homeowners,12/31/2024,USD,VA,2980,3040,3070,1945,194,71.8,1087,99.02,108.26,24,0.34,96.73,12.44,2.7
Summit Peak Casualty,Homeowners,12/31/2023,USD,WA,214,218,220,143,18,75.2,77,99.09,111.21,26,0.57,95.49,12.98,2
Summit Peak Casualty,Homeowners,12/31/2024,USD,WA,5039,5140,5191,3288,328,71.8,1638,99.02,104.27,27,0.82,98,11.59,4.13
Summit Peak Casualty,Personal Auto,12/31/2023,USD,CA,6032,6213,6937,3941,483,73.3,1902,89.56,104.87,20,3.02,95.99,13.17,2.9
Summit Peak Casualty,Personal Auto,12/31/2024,USD,CA,5449,5612,6206,3486,409,71.5,1672,90.43,102.17,9,3.9,95.1,12.85,9.24
Summit Peak Casualty,Personal Auto,12/31/2023,USD,FL,7116,7329,8182,4649,569,73.3,2232,89.57,104.69,14,3.07,94.3,12.26,2.44
Summit Peak Casualty,Personal Auto,12/31/2024,USD,FL,7434,7657,8468,4755,558,71.5,2217,90.42,101.29,25,3.74,96.45,13.59,7.34
Summit Peak Casualty,Personal Auto,12/31/2023,USD,MA,627,646,721,410,50,73.4,200,89.6,105.26,20,2.63,94.58,14.12,2.12
Summit Peak Casualty,Personal Auto,12/31/2024,USD,MA,539,555,614,345,40,71.4,159,90.39,100.93,21,3.85,95.95,10.69,7.72
Summit Peak Casualty,Personal Auto,12/31/2023,USD,MD,8100,8343,9314,5292,648,73.3,2626,89.57,105.75,25,2.88,94.27,13.15,2.09
Summit Peak Casualty,Personal Auto,12/31/2024,USD,MD,8392,8644,9559,5368,629,71.5,2577,90.43,102.17,24,3.2,95.55,10.98,5.07
Summit Peak Casualty,Personal Auto,12/31/2023,USD,NC,4992,5142,5741,3261,399,73.3,1635,89.57,106.07,13,3.57,95.83,10.09,2.22
Summit Peak Casualty,Personal Auto,12/31/2024,USD,NC,1343,1383,1530,859,101,71.5,399,90.39,101.19,28,2.17,96.42,13.78,8.26
Summit Peak Casualty,Personal Auto,12/31/2023,USD,NJ,691,712,795,451,55,73.2,222,89.56,105.35,19,3.73,96.88,12.84,2.28
Summit Peak Casualty,Personal Auto,12/31/2024,USD,NJ,216,223,246,138,16,71.3,64,90.65,100.93,18,3.71,97.38,11.04,5.86
Summit Peak Casualty,Personal Auto,12/31/2023,USD,NY,4014,4134,4615,2622,321,73.3,1264,89.58,104.81,25,2.58,95.89,13.48,2.53
Summit Peak Casualty,Personal Auto,12/31/2024,USD,NY,761,784,867,487,57,71.5,223,90.43,100.79,24,3.2,97.8,12.49,7.72
Summit Peak Casualty,Personal Auto,12/31/2023,USD,OR,1884,1941,2167,1231,151,73.4,619,89.57,106.21,19,2.63,96.2,14.78,2.73
Summit Peak Casualty,Personal Auto,12/31/2024,USD,OR,2943,3031,3352,1883,221,71.5,906,90.42,102.28,18,3.21,95.95,13.83,6.1
Summit Peak Casualty,Personal Auto,12/31/2023,USD,VA,1120,1154,1289,732,90,73.4,365,89.53,105.98,12,2.57,96.96,12.1,2.21
Summit Peak Casualty,Personal Auto,12/31/2024,USD,VA,299,308,340,191,22,71.2,90,90.59,101.34,21,2.88,95.64,13.63,7.08
Summit Peak Casualty,Personal Auto,12/31/2023,USD,WA,221,228,254,144,18,73.3,71,89.76,105.43,15,3.01,96.13,12.95,3
Summit Peak Casualty,Personal Auto,12/31/2024,USD,WA,78,80,89,50,6,71.8,23,89.89,101.28,28,3.13,97.24,11.12,7.61
Summit Peak Casualty,Workers Comp,12/31/2023,USD,CA,53,54,65,37,4,77.4,13,83.08,101.89,175,11.87,95.28,-1.47,0.67
Summit Peak Casualty,Workers Comp,12/31/2024,USD,CA,998,1018,1194,664,65,73,243,85.26,97.39,307,19.03,95.15,-1.47,0.17
Summit Peak Casualty,Workers Comp,12/31/2023,USD,FL,471,480,577,330,33,77.1,110,83.19,100.42,279,17.71,97.71,-1.47,1.69
Summit Peak Casualty,Workers Comp,12/31/2024,USD,FL,1817,1853,2173,1209,118,73,425,85.27,96.42,515,17.92,98.08,-1.47,0.33
Summit Peak Casualty,Workers Comp,12/31/2023,USD,MA,35,36,44,25,2,77.1,9,81.82,102.86,268,18.16,95.72,-1.47,0.78
Summit Peak Casualty,Workers Comp,12/31/2024,USD,MA,37,38,45,25,2,73,9,84.44,97.3,356,10.84,97.98,-1.47,0.16
Summit Peak Casualty,Workers Comp,12/31/2023,USD,MD,784,800,962,549,55,77,203,83.16,102.93,168,12.18,95.77,-1.47,0.21
Summit Peak Casualty,Workers Comp,12/31/2024,USD,MD,525,536,628,349,34,73,123,85.35,96.38,225,14.65,98.67,-1.47,0.04
Summit Peak Casualty,Workers Comp,12/31/2023,USD,NC,114,116,139,80,8,77.2,28,83.45,101.75,282,16.43,96.13,-1.47,0.45
Summit Peak Casualty,Workers Comp,12/31/2024,USD,NC,31,32,38,21,2,74.2,7,84.21,96.77,422,17.34,96.29,-1.47,0.49
Summit Peak Casualty,Workers Comp,12/31/2023,USD,NJ,273,279,336,191,19,76.9,65,83.04,100.73,419,12.04,95.63,-1.47,1.18
Summit Peak Casualty,Workers Comp,12/31/2024,USD,NJ,18,19,23,12,1,72.2,4,82.61,94.44,754,19.45,96.14,-1.47,0.4
Summit Peak Casualty,Workers Comp,12/31/2023,USD,NY,359,366,440,251,25,76.9,84,83.18,100.28,501,13.3,96.12,-1.47,0.24
Summit Peak Casualty,Workers Comp,12/31/2024,USD,NY,570,581,682,379,37,73,147,85.19,98.77,294,14.37,96.78,-1.47,0.46
Summit Peak Casualty,Workers Comp,12/31/2023,USD,OR,135,138,165,95,9,77,32,83.64,100.74,167,11.27,95.59,-1.47,1.2
Summit Peak Casualty,Workers Comp,12/31/2024,USD,OR,304,310,363,202,20,73,75,85.4,97.7,480,10.96,98.46,-1.47,0.11
Summit Peak Casualty,Workers Comp,12/31/2023,USD,VA,276,282,339,193,19,76.8,67,83.19,101.09,249,12.73,97.44,-1.47,0.88
Summit Peak Casualty,Workers Comp,12/31/2024,USD,VA,31,32,38,21,2,74.2,8,84.21,100,195,16.27,98.06,-1.47,0
Summit Peak Casualty,Workers Comp,12/31/2023,USD,WA,219,223,268,153,15,76.7,54,83.21,101.37,296,16.41,97.7,-1.47,0.68
